"Inicio del informe","Fin del informe","Nombre de la campaña","Entrega de la campaña","Configuración de atribución",Resultados,"Indicador de resultado",Alcance,Frecuencia,"Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Finalización,Impresiones,"CPM (costo por mil impresiones) (COP)","Clics en el enlace",shop_clicks,"CPC (costo por clic en el enlace) (COP)","CTR (porcentaje de clics en el enlace)","Clics (todos)","CTR (todos)","CPC (todos) (COP)","Visitas a la página de destino","Costo por visita a la página de destino (COP)"
2026-04-08,2026-04-08,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-08,2026-04-08,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-08,2026-04-08,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-07,2026-04-07,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-07,2026-04-07,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-07,2026-04-07,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,40000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-07,2026-04-07,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-07,2026-04-07,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-07,2026-04-07,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-07,2026-04-07,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-07,2026-04-07,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-07,2026-04-07,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-07,2026-04-07,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-06,2026-04-06,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-06,2026-04-06,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-06,2026-04-06,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,40000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-06,2026-04-06,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-06,2026-04-06,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-06,2026-04-06,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-06,2026-04-06,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-06,2026-04-06,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-06,2026-04-06,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-06,2026-04-06,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-05,2026-04-05,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-05,2026-04-05,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-05,2026-04-05,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,40000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-05,2026-04-05,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-05,2026-04-05,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-05,2026-04-05,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-05,2026-04-05,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-05,2026-04-05,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-05,2026-04-05,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-05,2026-04-05,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-04,2026-04-04,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-04,2026-04-04,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-04,2026-04-04,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,40000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-04,2026-04-04,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-04,2026-04-04,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-04,2026-04-04,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-04,2026-04-04,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-04,2026-04-04,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-04,2026-04-04,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-04,2026-04-04,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-03,2026-04-03,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-03,2026-04-03,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-03,2026-04-03,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,40000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-03,2026-04-03,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-03,2026-04-03,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-03,2026-04-03,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-03,2026-04-03,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-03,2026-04-03,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-03,2026-04-03,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-03,2026-04-03,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-02,2026-04-02,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-02,2026-04-02,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-02,2026-04-02,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,40000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-02,2026-04-02,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-02,2026-04-02,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-02,2026-04-02,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-02,2026-04-02,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-02,2026-04-02,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-02,2026-04-02,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-02,2026-04-02,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-01,2026-04-01,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-01,2026-04-01,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-01,2026-04-01,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,40000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-01,2026-04-01,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-01,2026-04-01,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,2335,1.287366,,60000,Diario,51533,"En curso",3006,17143.379907,35,,1472.371429,1.164338,55,1.829674,936.963636,23,2240.565217
2026-04-01,2026-04-01,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-01,2026-04-01,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-01,2026-04-01,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-01,2026-04-01,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-01,2026-04-01,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
